3038 700
 2830.00     40.00    273     17
 2830.00     77.00    273     71
 2830.00    114.00    273     75
 2831.00    155.00    273     92
 2830.00    194.00    273     16
 2831.00    231.00    273     58
 2831.00    269.00    273      3
 2831.00    309.00    273     50
 2830.00    347.00    273     21
 2830.00    384.00    273     37
 2792.00     35.00    273      8
 2792.00     75.00    273     28
 2790.00    115.00    273     19
 2792.00    153.00    273     67
 2791.00    191.00    273     47
 2791.00    231.00    273     69
 2790.00    271.00    273      1
 2791.00    306.00    273     20
 2791.00    345.00    273     31
 2792.00    384.00    273     24
 2800.00    460.00    273     24
 2801.00    499.00    273     46
 2801.00    538.00    273     80
 2800.00    578.00    273     52
 2802.00    620.00    273     50
 2800.00    654.00    273     35
 2800.00    694.00    273     24
 2802.00    732.00    273     80
 2800.00    772.00    273      9
 2800.00    810.00    273      9
 2762.00    459.00    273     36
 2761.00    497.00    273     30
 2761.00    540.00    273     94
 2761.00    578.00    273     27
 2762.00    591.00    273     40
 2763.00    656.00    273     17
 2762.00    694.00    273     83
 2761.00    731.00    273     98
 2762.00    770.00    273     94
 2761.00    808.00    273     70
 2801.00    946.00    273     18
 2803.00   1034.00    273     38
 2723.00    943.00    273     11
 2724.00   1029.00    273     68
 2702.00   1003.00    273     54
 2800.00   1098.00    273     87
 2799.00   1137.00    273     56
 2831.00   1158.00    273     32
 2801.00   1178.00    273     88
 2800.00   1216.00    273      7
 2829.00   1237.00    273      6
 2801.00   1254.00    273     30
 2800.00   1292.00    273     98
 2800.00   1331.00    273     40
 2801.00   1370.00    273     28
 2799.00   1409.00    273     21
 2804.00   1450.00    273     56
 2759.00   1098.00    273     70
 2762.00   1138.00    273     49
 2762.00   1178.00    273     60
 2761.00   1213.00    273     62
 2763.00   1255.00    273     74
 2761.00   1293.00    273     69
 2763.00   1330.00    273     25
 2761.00   1369.00    273     89
 2759.00   1411.00    273     15
 2761.00   1446.00    273     52
 2762.00    617.00    273     71
 2801.00   1507.00    273     21
 2800.00   1548.00    273     77
 2801.00   1581.00    273     41
 2801.00   1619.00    273      7
 2799.00   1656.00    273     42
 2800.00   1698.00    273     50
 2800.00   1738.00    273     12
 2800.00   1781.00    273     36
 2799.00   1820.00    273     83
 2800.00   1856.00    273     47
 2760.00   1506.00    273     14
 2760.00   1543.00    273     49
 2763.00   1586.00    273      3
 2761.00   1621.00    273     94
 2761.00   1659.00    273     81
 2761.00   1698.00    273     27
 2762.00   1737.00    273     83
 2761.00   1775.00    273     62
 2762.00   1821.00    273     79
 2762.00   1853.00    273     55
 2800.00   2067.00    273     76
 2798.00   2102.00    273     64
 2799.00   2143.00    273     67
 2801.00   2183.00    273     89
 2800.00   2221.00    273     36
 2801.00   2262.00    273     49
 2800.00   2299.00    273     66
 2800.00   2337.00    273     67
 2801.00   2376.00    273     95
 2800.00   2414.00    273     35
 2760.00   2066.00    273     24
 2760.00   2105.00    273     32
 2761.00   2144.00    273      7
 2761.00   2184.00    273      3
 2763.00   2222.00    273     34
 2760.00   2259.00    273     16
 2761.00   2297.00    273     80
 2760.00   2338.00    273      4
 2761.00   2372.00    273     86
 2800.00   2411.00    273     35
 2800.00   2491.00    273     29
 2772.00   2512.00    273     29
 2732.00   2491.00    273     56
 2788.00   2167.00    273     74
 2762.00   2676.00    273     35
 2732.00   2618.00    273     58
 2761.00   2903.00    273    100
 2761.00   2983.00    273     49
 2799.00   3041.00    273     95
 2800.00   3083.00    273     99
 2799.00   3117.00    273     28
 2799.00   3085.00    273     10
 2799.00   3195.00    273     74
 2798.00   3234.00    273     41
 2799.00   3274.00    273      4
 2798.00   3312.00    273     14
 2798.00   3350.00    273     76
 2797.00   3389.00    273     12
 2799.00   3427.00    273     24
 2800.00   3464.00    273     28
 2864.00   3474.00    273     93
 2865.00   3515.00    273     72
 2798.00   3563.00    273     99
 2798.00   3796.00    273     98
 2797.00   3794.00    273     55
 2698.00     39.00    273     49
 2697.00    116.00    273     73
 2716.00    191.00    273     59
 2696.00    540.00    273      9
 2704.00   1437.00    273     53
 2704.00   1583.00    273      7
 2703.00   1680.00    273     27
 2694.00   2221.00    273     56
 2704.00   2317.00    273      9
