3038 900
 2830.00     40.00    216     81
 2830.00     77.00    216     49
 2830.00    114.00    216     58
 2831.00    155.00    216     24
 2830.00    194.00    216     97
 2831.00    231.00    216      6
 2831.00    269.00    216     75
 2831.00    309.00    216     70
 2830.00    347.00    216     63
 2830.00    384.00    216    100
 2792.00     35.00    216     20
 2792.00     75.00    216     84
 2790.00    115.00    216     68
 2792.00    153.00    216     82
 2791.00    191.00    216     46
 2791.00    231.00    216     17
 2790.00    271.00    216     51
 2791.00    306.00    216     35
 2791.00    345.00    216     11
 2792.00    384.00    216     14
 2800.00    460.00    216      9
 2801.00    499.00    216     59
 2801.00    538.00    216      9
 2800.00    578.00    216     70
 2802.00    620.00    216     40
 2800.00    654.00    216     21
 2800.00    694.00    216     26
 2802.00    732.00    216     65
 2800.00    772.00    216      7
 2800.00    810.00    216     42
 2762.00    459.00    216      4
 2761.00    497.00    216     76
 2761.00    540.00    216     98
 2761.00    578.00    216     38
 2762.00    591.00    216     18
 2763.00    656.00    216     16
 2762.00    694.00    216     47
 2761.00    731.00    216     15
 2762.00    770.00    216     41
 2761.00    808.00    216     22
 2801.00    946.00    216      8
 2803.00   1034.00    216     98
 2723.00    943.00    216     68
 2724.00   1029.00    216     81
 2702.00   1003.00    216     39
 2800.00   1098.00    216     73
 2799.00   1137.00    216     22
 2831.00   1158.00    216     62
 2801.00   1178.00    216      1
 2800.00   1216.00    216     49
 2829.00   1237.00    216      7
 2801.00   1254.00    216     37
 2800.00   1292.00    216     14
 2800.00   1331.00    216     16
 2801.00   1370.00    216     41
 2799.00   1409.00    216     25
 2804.00   1450.00    216      6
 2759.00   1098.00    216     34
 2762.00   1138.00    216     61
 2762.00   1178.00    216      4
 2761.00   1213.00    216      1
 2763.00   1255.00    216     88
 2761.00   1293.00    216      1
 2763.00   1330.00    216     19
 2761.00   1369.00    216     52
 2759.00   1411.00    216     11
 2761.00   1446.00    216     81
 2762.00    617.00    216     84
 2801.00   1507.00    216     30
 2800.00   1548.00    216     21
 2801.00   1581.00    216     32
 2801.00   1619.00    216     17
 2799.00   1656.00    216     41
 2800.00   1698.00    216     73
 2800.00   1738.00    216     31
 2800.00   1781.00    216     77
 2799.00   1820.00    216     77
 2800.00   1856.00    216      7
 2760.00   1506.00    216      8
 2760.00   1543.00    216     33
 2763.00   1586.00    216     10
 2761.00   1621.00    216     22
 2761.00   1659.00    216     97
 2761.00   1698.00    216    100
 2762.00   1737.00    216     85
 2761.00   1775.00    216     86
 2762.00   1821.00    216     77
 2762.00   1853.00    216     82
 2800.00   2067.00    216     84
 2798.00   2102.00    216     60
 2799.00   2143.00    216     75
 2801.00   2183.00    216     46
 2800.00   2221.00    216     46
 2801.00   2262.00    216     57
 2800.00   2299.00    216     23
 2800.00   2337.00    216      3
 2801.00   2376.00    216     17
 2800.00   2414.00    216      5
 2760.00   2066.00    216     93
 2760.00   2105.00    216     72
 2761.00   2144.00    216     62
 2761.00   2184.00    216     85
 2763.00   2222.00    216     31
 2760.00   2259.00    216     23
 2761.00   2297.00    216     18
 2760.00   2338.00    216     24
 2761.00   2372.00    216     10
 2800.00   2411.00    216     34
 2800.00   2491.00    216      6
 2772.00   2512.00    216     77
 2732.00   2491.00    216     29
 2788.00   2167.00    216     21
 2762.00   2676.00    216     61
 2732.00   2618.00    216     17
 2761.00   2903.00    216     41
 2761.00   2983.00    216     94
