448 15  
29471.019 55470.106 747 52
30229.988 56270.498 747 52
29468.9 55480.187 747 52
30226.889 56270.715 747 52
29467.695 55476.323 747 52
29473.281 55481.4 747 52
29469.131 55477.121 747 52
29478.723 55483.566 747 52
29477.181 55451.533 747 52
29481.142 55462.341 747 52
29467.546 55473.388 747 15
29473.045 55478.182 747 15
29473.045 55478.182 747 15
29482.012 55474.428 747 15
29470.97 55482.856 747 15
29473.874 55487.392 747 15
29465.653 55470.315 747 15
29479.636 55452.308 747 15
29473.271 55462.862 747 15
29480.473 55492.589 747 15
29482.37 55487.271 747 15
29478.367 55511.644 747 15
29478.892 55454.15 747 15
29478.892 55454.15 747 15
29477.788 55477.579 747 15
29481.761 55485.398 747 15
29461.093 55469.962 747 15
29469.993 55480.755 747 15
29475.118 55458.006 747 15
29470.086 55478.02 747 15
30233.814 56271.63 747 15
29478.851 55451.844 747 15
29470.05 55474.945 747 7
29476.046 55482.405 747 15
29470.474 55480.086 747 15
30228.152 56271.214 747 15
30225.011 56273.779 747 15
30237.908 56266.63 747 15
29480.711 55447.25 747 15
29485.975 55482.699 747 15
29463.154 55474.421 747 15
29474.053 55484.647 747 15
29480.249 55447.117 747 15
29480.249 55447.117 747 15
29479.401 55444.995 747 15
29476.903 55461.796 747 15
29477.647 55462.727 747 15
29482.978 55451.514 747 15
29483.02 55452.071 747 15
29482.476 55449.734 747 15
29464.071 55482.939 747 17
29470.053 55479.282 747 17
29487.104 55482.853 747 17
29480.759 55491.504 747 17
29472.889 55478.004 747 17
29468.136 55476.932 747 17
29470.962 55471.102 747 17
29294.053 56076.602 747 17
29473.523 55474.806 747 17
29473.458 55475.009 747 17
29479.373 55482.458 747 17
29473.013 55475.296 747 17
29486.03 55482.305 747 17
29474.105 55480.244 747 17
29471.679 55459.466 747 17
29472.975 55475.237 747 17
29477.349 55479.111 747 17
29483.569 55483.149 747 17
29477.718 55477.806 747 17
29473.419 55480.97 747 17
29472.889 55478.004 747 17
29478.234 55482.303 747 17
29472.123 55484.645 747 17
29499.562 55516.363 747 8
29470.086 55478.02 747 8
29468.664 55471.609 747 20
29468.351 55471.966 747 20
29466.042 55472.866 747 20
29472.141 55472.153 747 20
29469.644 55470.936 747 20
29470.156 55468.724 747 20
29471.139 55470.34 747 20
29470.702 55470.775 747 20
29471.646 55467.587 747 20
29469.387 55471.157 747 20
29471.199 55472.626 747 20
29466.875 55476.069 747 20
29466.066 55476.72 747 20
29467.205 55476.171 747 20
29465.974 55475.449 747 20
30238.017 56266.582 747 20
30238.433 56265.898 747 20
29466.875 55476.069 747 20
30234.971 56270.568 747 20
30234.576 56270.841 747 20
30234.425 56271.03 747 20
29402.09 55192.364 747 20
29445.656 55092.737 747 20
29469.801 55476.272 747 20
29471.22 55476.726 747 20
29471.577 55478.706 747 20
29471.602 55478.971 747 20
29472.281 55479.587 747 20
29471.022 55474.644 747 20
29469.52 55479.164 747 20
29470.342 55479.836 747 20
29472.074 55482.882 747 20
30234.744 56269.664 747 20
30228.478 56270.989 747 20
30232.984 56268.612 747 20
30233.285 56269.329 747 20
30233.863 56270.39 747 20
30227.637 56272.957 747 20
29529.567 55301.016 747 20
29475.944 55477.959 747 20
29477.005 55478.516 747 20
29473.641 55481.268 747 20
29475.151 55478.117 747 20
29474.342 55477.791 747 20
29476.245 55479.58 747 20
29478.102 55475.836 747 20
30230.007 56275.198 747 20
30229.991 56275.197 747 20
30229.998 56275.197 747 20
29476.059 55484.785 747 20
29475.098 55486.92 747 20
29474.741 55487.057 747 20
29474.646 55481.275 747 20
29474.083 55482.154 747 20
29500.698 55462.312 747 20
29518.127 55578.393 747 20
29478.367 55511.644 747 20
29544.496 55456.077 747 20
29482.297 55474.223 747 20
29480.784 55479.966 747 20
29473.967 55485.996 747 20
29474.445 55485.798 747 20
29475.944 55477.959 747 20
29473.641 55481.268 747 20
30230.488 56271.48 747 20
30228.783 56272.65 747 20
30228.424 56271.967 747 20
30227.212 56269.815 747 20
29481.283 55484.106 747 20
29481.168 55483.975 747 20
29480.784 55479.966 747 20
29475.979 55507.193 747 20
30228.783 56272.65 747 20
30228.424 56271.967 747 20
29479.01 55491.842 747 20
29478.674 55492.233 747 20
29479.821 55492.403 747 20
29596.495 56103.993 747 20
30224.325 56268.065 747 20
30227.126 56277.833 747 20
29489.181 55482.906 747 20
29484.659 55484.585 747 20
29487.084 55484.57 747 20
29483.292 55486.658 747 20
29483.688 55486.472 747 20
29482.37 55487.271 747 20
29482.822 55483.064 747 20
30042.469 56103.882 747 20
29471.683 55460.592 747 20
29484.659 55484.585 747 20
29478.611 55488.513 747 20
29477.693 55483.028 747 20
29472.93 55475.244 747 20
29486.84 56175.708 747 20
29553.767 56230.185 747 20
29484.659 55484.585 747 20
29361.91 56080.079 747 20
29351.816 56118.134 747 20
29313.335 56102.22 747 20
29445.349 56036.097 747 20
29448.14 56030.307 747 20
29476.837 55452.525 747 20
29476.92 55452.808 747 20
29479.251 55452.3 747 20
29479.763 55456.113 747 20
29479.251 55452.3 747 20
29481.884 55454.536 747 20
29460.23 56094.153 747 20
29485.228 55457.357 747 20
29479.771 55462.288 747 20
29478.866 55453.864 747 20
29478.8 55455.043 747 20
29223.786 56083.975 747 20
29466.393 55474.961 747 15
29470.867 55476.398 747 15
29483.711 55484.161 747 15
29476.275 55487.393 747 15
29480.618 55488.139 747 15
29480.628 55447.384 747 15
29479.746 55446.993 747 15
30049.42 56260.149 747 15
29482.119 55446.331 747 15
29480.432 55452.584 747 15
29481.264 55445.417 747 15
29480.652 55445.221 747 15
29479.836 55445.208 747 15
29481.326 55454.404 747 15
29479.381 55484.211 747 15
29465.653 55470.315 747 20
30235.243 56269.898 747 20
30238.433 56265.898 747 20
30229.89 56271.273 747 20
30229.98 56275.216 747 20
29482.012 55474.428 747 20
30231.181 56272.342 747 20
29481.173 55492.012 747 20
29479.576 55490.234 747 20
30219.169 56270.887 747 20
30231.511 56273.057 747 20
29481.588 55462.321 747 20
29474.929 55477.536 747 37
29468.576 55476.601 747 37
29211.213 56007.503 747 37
29474.506 55487.641 747 37
29474.357 55477.587 747 37
29479.876 55451.975 747 37
29471.336 55471.881 747 37
29470.708 55484.158 747 37
29467.605 55478.93 747 37
29480.249 55447.117 747 37
29481.102 55451.311 747 22
29478.583 55480.365 747 22
29499.562 55516.363 747 22
29469.387 55471.157 747 22
30213.659 55427.202 747 22
30234.863 56270.811 747 22
29461.45 55471.46 747 22
30227.798 56268.829 747 22
29465.653 55470.315 747 22
29477.053 55486.461 747 22
29476.076 55463.518 747 22
29484.906 55479.994 747 22
29481.722 55489.635 747 22
29488.959 55485.292 747 22
29402.09 55192.364 747 22
29473.109 55485.288 747 22
29480.08 55487.513 747 22
29414.516 56104.888 747 22
29486.689 55485.676 747 22
29471.421 55475.97 747 22
29477.573 55453.776 747 22
30074.058 55434.088 747 22
29469.87 55473.671 747 12
29472.993 55482.072 747 25
29480.678 55479.897 747 25
29480.711 55447.25 747 25
29478.506 55479.052 747 25
29469.87 55473.671 747 25
29470.474 55480.086 747 25
29481.94 55460.537 747 25
29471.538 55475.786 747 25
29468.149 55476.047 747 25
29475.133 55461.954 747 25
30230.542 56271.251 747 25
29470.234 55468.508 747 25
29471.336 55471.881 747 25
29475.741 55483.25 747 25
29472.989 55482.827 747 25
29479.064 55481.86 747 25
29470.867 55476.398 747 25
29474.053 55484.647 747 25
29480.252 55444.071 747 25
29474.506 55487.641 747 24
29467.605 55478.93 747 24
29468.576 55476.601 747 24
29470.234 55468.508 747 24
29474.357 55477.587 747 24
29479.876 55451.975 747 24
29483.082 55486.676 747 24
29471.336 55471.881 747 24
29467.605 55478.93 747 24
29470.708 55484.158 747 24
29480.249 55447.117 747 24
29541.699 55552.627 747 24
29471.639 55470.483 747 32
29480.296 55489.099 747 32
29479.553 55488.403 747 32
29479.904 55488.639 747 32
29483.262 55487.295 747 32
29478.172 55482.166 747 32
29471.639 55470.483 747 32
29481.226 55485.692 747 32
29474.551 55482.024 747 32
29479.553 55488.403 747 32
29484.077 55487.897 747 3
30229.959 56275.255 747 10
30230.182 56272.994 747 10
29465.211 55476.126 747 10
29479.251 55452.3 747 10
29227.424 56086.1 747 10
30225.587 56270.678 747 10
29550.667 55567.396 747 10
29549.06 55335.763 747 10
29469.87 55473.671 747 10
29479.771 55462.288 747 10
29473.908 55486.959 747 10
30223.974 56267.993 747 10
30134.353 56164.075 747 10
30234.812 56268.121 747 10
29475.944 55477.959 747 10
29469.745 55480.804 747 10
29471.891 55480.427 747 10
30074.058 55434.088 747 10
29473.62 55483.491 747 10
29466.797 55475.411 747 10
29464.857 55475.908 747 10
29471.603 55470.81 747 10
29473.898 55463.974 747 10
29476.151 55486.51 747 10
29476.853 55542.041 747 10
29492.296 55493.705 747 10
29460.23 56094.153 747 10
29421.802 56098.553 747 10
29476.668 56046.329 747 10
29469.912 55479.172 747 10
29392.648 55273.293 747 10
29481.829 55460.123 747 10
29523.404 55234.824 747 10
29590.709 55307.182 747 10
30127.923 56020.615 747 10
29331.264 56018.741 747 10
29487.006 55482.913 747 10
29472.382 55474.564 747 10
29465.896 55472.802 747 10
29468.281 55477.353 747 44
29465.516 55470.984 747 44
29470.92 55480.989 747 44
29469.088 55479.09 747 44
29478.858 55479.112 747 44
29479.229 55490.938 747 44
29481.548 55451.029 747 44
29468.564 55472.026 747 44
29472.026 55476.86 747 44
29472.338 55468.997 747 44
29461.45 55471.46 747 44
29475.874 55478.627 747 44
29467.676 55477.077 747 44
29469.87 55473.671 747 44
29482.371 55482.993 747 44
29482.954 55482.701 747 44
29473.48 55479.076 747 44
29488.107 55481.82 747 44
29470.722 55472.723 747 44
29478.351 55453.201 747 44
29473.274 55476.031 747 44
29468.353 55477.565 747 44
29469.766 55478.883 747 44
29471.404 55469.569 747 44
29465.783 55473.412 747 44
29472.09 55479.966 747 44
29481.083 55483.45 747 44
29479.037 55454.747 747 44
29481.557 55448.08 747 44
29471.492 55469.071 747 44
29463.127 55472.068 747 44
29471.494 55462.383 747 44
29471.13 55480.39 747 44
29475.869 55485.793 747 44
29474.663 55486.216 747 44
29481.734 55484.609 747 44
29471.999 55473.663 747 44
29478.788 55460.455 747 44
29468.429 55477.372 747 44
29479.741 55476.467 747 44
29478.13 55479.519 747 44
29475.903 55484.024 747 44
29468.65 55471.542 747 44
29472.442 55483.864 747 44
29472.24 55471.566 747 44
29478.892 55454.15 747 44
29471.195 55470.56 747 44
29464.826 55474.364 747 44
29469.387 55471.157 747 15
29471.677 55472.938 747 15
29471.752 55475.097 747 15
29483.267 55488.36 747 15
29402.09 55192.364 747 15
30224.196 56268.162 747 15
30229.987 56275.218 747 15
30228.783 56272.65 747 15
29482.822 55483.064 747 15
29481.722 55489.635 747 15
30042.469 56103.882 747 15
29463.79 55475.71 747 15
29461.924 55470.437 747 15
29499.562 55516.363 747 34
